StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,Consent,PID,Meta_Browser,Meta_Version,Meta_Operating System,Meta_Resolution,lt_medicare,sms_disability,lt_suspension,sms_redcross,attentionCheck
8/18/2021 5:14,8/18/2021 5:24,100,589,TRUE,8/18/2021 5:24,R_3ewvpveFgybSKQr,,,,,anonymous,EN,Yes,60fef598fdc5d86a5918c7df,Safari iPhone,14.1.2,iPhone,414x896,Fake,Fake,Real,Real,7
8/18/2021 5:15,8/18/2021 5:24,100,564,TRUE,8/18/2021 5:24,R_pDToqt7cykvZyAF,,,,,anonymous,EN,Yes,60fd7970f440fb912e9dff5d,Chrome,92.0.4515.131,Windows NT 10.0,1366x768,Fake,Fake,Fake,Fake,7
8/18/2021 5:15,8/18/2021 5:28,100,758,TRUE,8/18/2021 5:28,R_1C886CFyfFHLzek,,,,,anonymous,EN,Yes,60fc8001661feddb796ef7a0,Chrome,91.0.4472.101,Macintosh,1280x800,Real,Fake,Fake,Real,7
8/18/2021 5:17,8/18/2021 5:30,100,763,TRUE,8/18/2021 5:30,R_svR07U14FRS0c5b,,,,,anonymous,EN,Yes,5f4f9bc1f7598f06b2dc816f,Chrome,92.0.4515.131,Android 7.1.1,800x1280,Fake,Fake,Fake,Real,7
8/18/2021 5:18,8/18/2021 5:26,100,518,TRUE,8/18/2021 5:26,R_yJVa0cexS4atGLL,,,,,anonymous,EN,Yes,610025e1545e95efd8295d18,Opera,78.0.4093.147,Windows NT 10.0,1280x720,Fake,Fake,Real,Real,7
8/18/2021 5:21,8/18/2021 5:37,54,914,FALSE,8/19/2021 5:37,R_2CV3KJRPKBoBRnW,,,,,anonymous,EN,Yes,60f9b492c554aacb904e77f6,Chrome,92.0.4515.159,Windows NT 10.0,1366x768,,,,,
8/18/2021 5:23,8/18/2021 5:28,100,308,TRUE,8/18/2021 5:28,R_1H2xTI2FLqZsJql,,,,,anonymous,EN,Yes,5c7ff19c9c3fc00016f4ecb5,Chrome,92.0.4515.131,Macintosh,1920x1080,Real,Fake,Fake,Fake,7
8/18/2021 5:29,8/18/2021 5:38,100,548,TRUE,8/18/2021 5:38,R_3hngqr87pdwFbKw,,,,,anonymous,EN,Yes,60fcd92780d0ec62027ed113,Safari,14.0.3,Macintosh,1440x900,Real,Fake,Fake,Fake,7
8/18/2021 5:29,8/18/2021 5:36,100,429,TRUE,8/18/2021 5:36,R_3Hn86dq052R9NMl,,,,,anonymous,EN,Yes,5f6fd1451758e95a989623b2,Chrome,91.0.4472.114,CrOS x86_64 13904.66.0,1366x768,Real,Fake,Fake,Fake,7
8/18/2021 5:31,8/18/2021 5:43,100,697,TRUE,8/18/2021 5:43,R_e55Vz6LKzro3h1D,,,,,anonymous,EN,Yes,60fce0fcf9abe7218c789734,Chrome,92.0.4515.131,Windows NT 6.3,1366x768,Real,Fake,Fake,Real,7
8/18/2021 5:31,8/18/2021 5:42,100,633,TRUE,8/18/2021 5:42,R_3soIRmxthMNGcKp,,,,,anonymous,EN,Yes,57d5593f8dcd2c00014bc55b,Chrome,92.0.4515.131,Macintosh,1680x1050,Real,Fake,Real,Fake,7
8/18/2021 5:38,8/18/2021 5:46,100,475,TRUE,8/18/2021 5:46,R_1gbHfpGjM28C2Rj,,,,,anonymous,EN,Yes,60f9b492c554aacb904e77f6,Chrome,92.0.4515.159,Windows NT 10.0,1366x768,Real,Fake,Real,Fake,7
8/18/2021 5:44,8/18/2021 6:01,100,1055,TRUE,8/18/2021 6:01,R_27JNv2evKxEuCE3,,,,,anonymous,EN,Yes,60ff604eb046a50dc4eaa904,Chrome,92.0.4515.131,Macintosh,1366x768,Fake,Fake,Fake,Real,7
8/18/2021 5:45,8/18/2021 5:50,100,314,TRUE,8/18/2021 5:50,R_3oSHgaVtzvyZGfj,,,,,anonymous,EN,Yes,60fe330dac8394670351dae3,Chrome,92.0.4515.159,Windows NT 10.0,1257x786,Real,Fake,Fake,Real,7
8/18/2021 5:48,8/18/2021 5:49,31,20,FALSE,8/19/2021 5:49,R_ufyEzI5wdGrBs1X,,,,,anonymous,EN,Yes,5deaa726df55eb1cc1b9474f,Safari,14.1.1,Macintosh,768x1024,,,,,
8/18/2021 5:49,8/18/2021 12:47,100,25051,TRUE,8/18/2021 12:47,R_2uHTbkSLG9OPBIf,,,,,anonymous,EN,Yes,61052788fb1b767b3bf406bf,Chrome,92.0.4515.131,Windows NT 10.0,1366x768,Fake,Fake,Real,Fake,7
8/18/2021 5:53,8/18/2021 5:53,31,32,FALSE,8/19/2021 5:53,R_31bIH58prxZFcTu,,,,,anonymous,EN,Yes,60c81a556366e2bc7502066f,Chrome,75.0.3770.143,Android 10,412x915,,,,,
8/18/2021 5:53,8/18/2021 6:07,100,864,TRUE,8/18/2021 6:07,R_1r0sKSjzFKjSggb,,,,,anonymous,EN,Yes,60fd67720b73e7e6a04127e2,Safari iPhone,14.1.2,iPhone,414x896,Real,Fake,Fake,Real,7
8/18/2021 5:53,8/18/2021 5:58,100,262,TRUE,8/18/2021 5:58,R_2ck3sFjiPnkgqt0,,,,,anonymous,EN,Yes,60fd5818ca3355de7e2d90d1,Chrome,92.0.4515.131,Macintosh,1366x768,Real,Fake,Fake,Real,7
8/18/2021 6:02,8/18/2021 6:03,31,51,FALSE,8/19/2021 6:03,R_WpSIpGiCaaaD6jn,,,,,anonymous,EN,Yes,61003480ec0425f874e8b1ce,Safari iPhone,14.1.2,iPhone,390x844,,,,,
8/18/2021 6:07,8/18/2021 6:16,100,524,TRUE,8/18/2021 6:16,R_2PAtVpX73LHeBVs,,,,,anonymous,EN,Yes,60abdc82ec2d1e548b986424,Chrome,92.0.4515.159,Windows NT 10.0,1280x720,Fake,Fake,Fake,Real,7
8/18/2021 6:08,8/18/2021 6:18,100,609,TRUE,8/18/2021 6:18,R_20Yer0XbgUaw81A,,,,,anonymous,EN,Yes,61003480ec0425f874e8b1ce,Edge,92.0.902.67,Windows NT 10.0,1536x864,Fake,Real,Fake,Real,7
8/18/2021 6:09,8/18/2021 6:15,100,358,TRUE,8/18/2021 6:15,R_1i2sM40PfhdKiJS,,,,,anonymous,EN,Yes,60d36993ec2e684114d99994,Chrome,92.0.4515.131,Windows NT 10.0,1920x1080,Fake,Fake,Fake,Fake,7
8/18/2021 6:09,8/18/2021 6:17,100,463,TRUE,8/18/2021 6:17,R_2fa4CXAXwqqVpjW,,,,,anonymous,EN,Yes,60fddd291817a0b0c5fb0f86,Chrome,92.0.4515.159,Windows NT 10.0,1920x1080,Real,Fake,Fake,Real,7
8/18/2021 6:09,8/18/2021 6:24,100,864,TRUE,8/18/2021 6:24,R_3kGKbCOmjUsORId,,,,,anonymous,EN,Yes,608f56ad24d6322debc47ac0,Firefox,91,Windows NT 10.0,1920x1080,Real,Fake,Fake,Fake,7
8/18/2021 6:10,8/18/2021 6:17,100,410,TRUE,8/18/2021 6:17,R_3P6JXfD5ffFaXPv,,,,,anonymous,EN,Yes,60fdd8e1c09b279c5e967dfe,Chrome,92.0.4515.131,Windows NT 10.0,1281x720,Real,Fake,Fake,Real,7
8/18/2021 6:11,8/18/2021 6:42,100,1879,TRUE,8/18/2021 6:42,R_2CK97YKIQYkphoP,,,,,anonymous,EN,Yes,5d4f1741f20feb00190b6201,Chrome,92.0.4515.159,Windows NT 10.0,1670x940,Fake,Fake,Fake,Fake,7
8/18/2021 6:11,8/18/2021 6:22,100,659,TRUE,8/18/2021 6:22,R_3gSJIewQTaG0vwB,,,,,anonymous,EN,Yes,5c75d4d6b80b460014bd0373,Chrome,92.0.4515.159,Windows NT 10.0,1920x1080,Fake,Fake,Fake,Real,7
8/18/2021 6:11,8/18/2021 6:17,100,345,TRUE,8/18/2021 6:17,R_3fV3BDufk4DVbHi,,,,,anonymous,EN,Yes,6064d26445bf8c840ea783c1,Chrome,92.0.4515.131,Macintosh,1440x900,Real,Fake,Fake,Fake,7
8/18/2021 6:11,8/18/2021 6:17,100,349,TRUE,8/18/2021 6:17,R_1FsTWKNeRC3yrXj,,,,,anonymous,EN,Yes,6104183200f2a5a7e5297028,Chrome,92.0.4515.131,Windows NT 10.0,1280x720,Real,Fake,Fake,Real,7
8/18/2021 6:12,8/18/2021 6:27,100,931,TRUE,8/18/2021 6:27,R_UXafs0fwZyKtepP,,,,,anonymous,EN,Yes,5ea48ae3461d1044f2d282cc,Chrome,92.0.4515.131,Windows NT 10.0,1920x1080,Fake,Fake,Fake,Fake,7
8/18/2021 6:13,8/18/2021 6:20,100,450,TRUE,8/18/2021 6:20,R_2wGivgRgVKBBGzH,,,,,anonymous,EN,Yes,5d63179aa3b94d0001da4bb6,Chrome,92.0.4515.159,Windows NT 10.0,1463x823,Fake,Fake,Fake,Real,7
8/18/2021 6:17,8/18/2021 6:23,31,340,FALSE,8/19/2021 6:23,R_10ZwzdkrB5l1fr9,,,,,anonymous,EN,Yes,60ff13255b5dbbf162af8c06,Safari,14.0.3,Macintosh,1440x900,,,,,
8/18/2021 6:18,8/18/2021 6:28,100,601,TRUE,8/18/2021 6:28,R_1LRLlXzKqZVgX7t,,,,,anonymous,EN,Yes,5ac4c721e1099600016a823b,Chrome,92.0.4515.131,Windows NT 10.0,1970x1108,Real,Fake,Fake,Fake,7
8/18/2021 6:18,8/18/2021 6:23,100,284,TRUE,8/18/2021 6:23,R_31d9wBpgpwcESxS,,,,,anonymous,EN,Yes,5c9d05fd85b0830012e016f3,Chrome,92.0.4515.131,Windows NT 6.3,1680x1050,Fake,Fake,Fake,Fake,7
8/18/2021 6:19,8/18/2021 6:20,31,64,FALSE,8/19/2021 6:20,R_2dYZdZHDMiZU5Oi,,,,,anonymous,EN,Yes,6099e9dec93e22749b615e47,Chrome,92.0.4515.131,Windows NT 10.0,1536x864,,,,,
8/18/2021 6:21,8/18/2021 6:37,100,924,TRUE,8/18/2021 6:37,R_2TH8RJiQh2NT98K,,,,,anonymous,EN,Yes,60ca3dc8b1adc234cbed8132,Edge,92.0.902.73,Windows NT 10.0,1536x864,Fake,Fake,Fake,Real,7
8/18/2021 6:25,8/18/2021 6:29,100,279,TRUE,8/18/2021 6:29,R_0AkShl5S8zJyWtz,,,,,anonymous,EN,Yes,5b16ceb0bdf4e10001630f58,Chrome,92.0.4515.130,CrOS x86_64 13982.69.0,1920x1080,Real,Fake,Real,Real,7
8/18/2021 6:26,8/18/2021 6:28,31,152,FALSE,8/19/2021 6:28,R_ZK4GBSQDv5bm5bj,,,,,anonymous,EN,Yes,5dd56e51954d1952f17bb57b,Chrome,92.0.4515.131,Windows NT 10.0,1920x1080,,,,,
8/18/2021 6:27,8/18/2021 6:32,100,320,TRUE,8/18/2021 6:32,R_1dnOx0IwPA9byal,,,,,anonymous,EN,Yes,5ccb779b2c4e1f00159333ea,Firefox,52,Windows NT 6.0,1366x768,Real,Fake,Fake,Real,7
8/18/2021 6:27,8/18/2021 6:34,100,403,TRUE,8/18/2021 6:34,R_vCVdhV8uzJlx3B7,,,,,anonymous,EN,Yes,60ffb8b36deb18ef01dc85cc,Edge,92.0.902.73,Windows NT 10.0,1920x1080,Fake,Fake,Fake,Real,7
8/18/2021 6:28,8/18/2021 6:28,15,11,FALSE,8/19/2021 6:28,R_3DvyC9tQiZDOqBh,,,,,anonymous,EN,Yes,,,,,,,,,,
8/18/2021 6:31,8/18/2021 6:37,100,333,TRUE,8/18/2021 6:37,R_3e38JGJe59afQau,,,,,anonymous,EN,Yes,5c008a00bab6730001649924,Chrome,92.0.4515.131,Macintosh,1680x1050,Fake,Fake,Real,Real,7
8/18/2021 6:31,8/18/2021 6:59,100,1678,TRUE,8/18/2021 6:59,R_1LSAuzwsSZVdjnv,,,,,anonymous,EN,Yes,60ee14aee9ca30ee3f4b894d,Chrome,92.0.4515.131,Windows NT 10.0,1366x768,Real,Fake,Fake,Fake,7
8/18/2021 6:36,8/18/2021 6:41,100,297,TRUE,8/18/2021 6:41,R_CerzlGcnlMOZ65H,,,,,anonymous,EN,Yes,60feb16956da712d1942e839,Chrome,92.0.4515.131,Windows NT 10.0,1280x720,Real,Fake,Fake,Real,7
8/18/2021 6:42,8/18/2021 6:47,100,298,TRUE,8/18/2021 6:47,R_WwUHMBbmBdbxiAF,,,,,anonymous,EN,Yes,60e36e6ecb9f00e7b4dab92e,Chrome,92.0.4515.159,Windows NT 10.0,1366x768,Real,Real,Fake,Real,7
8/18/2021 6:46,8/18/2021 6:52,100,395,TRUE,8/18/2021 6:52,R_RLf3c2P37aQqqrf,,,,,anonymous,EN,Yes,5fd66ce8aec66457ff73d743,Firefox,91,Windows NT 10.0,1366x768,Real,Fake,Fake,Fake,7
8/18/2021 6:46,8/18/2021 6:54,100,509,TRUE,8/18/2021 6:54,R_3fIRSdPgoU4jM9S,,,,,anonymous,EN,Yes,610365084e28e1062994da84,Chrome,92.0.4515.131,Windows NT 10.0,1366x768,Real,Fake,Real,Real,7
8/18/2021 6:46,8/18/2021 6:54,100,467,TRUE,8/18/2021 6:54,R_xyATFYGCxUZU8kF,,,,,anonymous,EN,Yes,5a287d4a53fc4b000141514f,Chrome,92.0.4515.131,Windows NT 10.0,1920x1080,Fake,Fake,Fake,Real,7
8/18/2021 6:46,8/18/2021 6:51,100,302,TRUE,8/18/2021 6:51,R_28IjyoT4rOrLLH6,,,,,anonymous,EN,Yes,5d35c7a19a2dfc0018446287,Firefox,90,Windows NT 10.0,1280x1024,Real,Fake,Fake,Fake,7
8/18/2021 6:49,8/18/2021 6:58,100,546,TRUE,8/18/2021 6:58,R_1exZOcsxw8fLiPx,,,,,anonymous,EN,Yes,60fdd0b4f6dd3ba555f0f9db,Chrome,92.0.4515.131,Macintosh,1440x900,Fake,Fake,Real,Real,7
8/18/2021 6:51,8/18/2021 7:00,100,571,TRUE,8/18/2021 7:00,R_tX2NITu8DXv0orT,,,,,anonymous,EN,Yes,​60a14c3531afb904ee8b3bb4,Edge,92.0.902.73,Windows NT 10.0,1440x900,Real,Fake,Fake,Fake,7
8/18/2021 6:51,8/18/2021 7:02,100,666,TRUE,8/18/2021 7:02,R_3QPkRCg1NAfCQ7F,,,,,anonymous,EN,Yes,5dced33fc944d1018c53c520,Firefox,91,Windows NT 10.0,1088x612,Real,Fake,Real,Real,7
8/18/2021 6:51,8/18/2021 7:03,100,713,TRUE,8/18/2021 7:03,R_3J49VMjaGfmzR9Q,,,,,anonymous,EN,Yes,61002dd9cdd5c8ab2ec51d33,Chrome,92.0.4515.159,Windows NT 10.0,1600x900,Real,Fake,Real,Real,7
8/18/2021 6:52,8/18/2021 7:07,100,892,TRUE,8/18/2021 7:07,R_2vcUIRxb5OfwpBa,,,,,anonymous,EN,Yes,5fba9fdd33207faa35f61df3,Chrome,92.0.4515.131,Windows NT 10.0,1920x1080,Real,Fake,Fake,Real,7
8/18/2021 6:56,8/18/2021 7:10,54,850,FALSE,8/19/2021 7:10,R_1ghK2bVUpt2qDmt,,,,,anonymous,EN,Yes,60f8223e29273ebf03af0743,Firefox,92,Windows NT 10.0,1366x768,,,,,
8/18/2021 6:57,8/18/2021 7:05,100,504,TRUE,8/18/2021 7:05,R_2fjNguyGwSi7AQF,,,,,anonymous,EN,Yes,5be2e7e491deed00015adcb0,Firefox,91,Windows NT 10.0,1920x1080,Real,Fake,Fake,Fake,7
8/18/2021 6:58,8/18/2021 7:06,100,488,TRUE,8/18/2021 7:06,R_7QTUvhYNlgHt4Vb,,,,,anonymous,EN,Yes,60fece8be32e2df628b4cebe,Chrome,92.0.4515.159,Windows NT 10.0,1680x1050,Fake,Fake,Fake,Fake,7
8/18/2021 7:01,8/18/2021 7:19,100,1067,TRUE,8/18/2021 7:19,R_Cdk4hoj0BD9qDjr,,,,,anonymous,EN,Yes,5bbcbb8bf1f9ba000141f20a,Chrome,92.0.4515.131,Windows NT 6.1,1366x768,Real,Fake,Fake,Fake,7
8/18/2021 7:03,8/18/2021 7:21,100,1067,TRUE,8/18/2021 7:21,R_1Nh3VKs0LQNag6o,,,,,anonymous,EN,Yes,5ef9306bcd20bc6cbd6bdff2,Chrome,92.0.4515.131,Windows NT 10.0,1920x1080,Real,Fake,Fake,Real,7
8/18/2021 7:04,8/18/2021 7:15,100,653,TRUE,8/18/2021 7:15,R_30eOiK3CIdswz4f,,,,,anonymous,EN,Yes,5fa17ddeabc188288bde81c8,Chrome,92.0.4515.107,Windows NT 10.0,1920x1080,Real,Fake,Fake,Real,7
8/18/2021 7:06,8/18/2021 7:25,100,1135,TRUE,8/18/2021 7:25,R_3MlZ2sS35xQYdcr,,,,,anonymous,EN,Yes,591f9101acfd340001376293,Chrome,92.0.4515.134,Windows NT 10.0,1280x720,Fake,Fake,Fake,Fake,7
8/18/2021 7:07,8/18/2021 7:15,100,437,TRUE,8/18/2021 7:15,R_u7BKb4DBS9LvhOV,,,,,anonymous,EN,Yes,5c6f2e7632cb70000169b490,Chrome,92.0.4515.130,CrOS x86_64 13982.69.0,1517x853,Fake,Fake,Real,Fake,7
8/18/2021 7:07,8/18/2021 7:12,31,284,FALSE,8/19/2021 7:12,R_3kB9W1j3MNR7Qvi,,,,,anonymous,EN,Yes,60ff271be7a57651297d8840,Chrome,92.0.4515.131,Macintosh,1440x900,,,,,
8/18/2021 7:08,8/18/2021 7:12,31,246,FALSE,8/19/2021 7:12,R_1PaXAZ9ERvPc7RS,,,,,anonymous,EN,Yes,60fecf316ada2549e1becd12,Chrome,92.0.4515.159,Windows NT 10.0,1920x1080,,,,,
8/18/2021 7:08,8/18/2021 7:16,100,489,TRUE,8/18/2021 7:16,R_1FCU7QNiVOyBVqn,,,,,anonymous,EN,Yes,60fffc35ee80fc69ec730cea,Safari iPhone,14.1.2,iPhone,375x812,Fake,Fake,Real,Real,7
8/18/2021 7:10,8/18/2021 7:19,100,541,TRUE,8/18/2021 7:19,R_3e4UiMMopUplKfV,,,,,anonymous,EN,Yes,60f8223e29273ebf03af0743,Firefox,92,Windows NT 10.0,1366x768,Real,Fake,Real,Real,7
8/18/2021 7:11,8/18/2021 7:19,100,486,TRUE,8/18/2021 7:19,R_2WCZQOQSjgPIZA3,,,,,anonymous,EN,Yes,60fdb83606ba18b3b54215fa,Firefox,91,Windows NT 10.0,1536x864,Real,Fake,Fake,Real,7
8/18/2021 7:12,8/18/2021 7:16,100,241,TRUE,8/18/2021 7:16,R_1JCn5c9lqHkbF8I,,,,,anonymous,EN,Yes,60fd781f9fe1637567804499,Safari iPhone,14.1.2,iPhone,390x844,Real,Fake,Fake,Fake,7
8/18/2021 7:12,8/18/2021 7:28,100,965,TRUE,8/18/2021 7:28,R_3hoUAdCuwOWS4tm,,,,,anonymous,EN,Yes,610081ebf9f870b4213e06cb,Chrome,92.0.4515.131,Windows NT 10.0,1536x864,Fake,Fake,Real,Real,7
8/18/2021 7:17,8/18/2021 7:27,100,574,TRUE,8/18/2021 7:27,R_ZJBCNU04PQ8UIw1,,,,,anonymous,EN,Yes,60feca36e5108a79aa93f5ad,Safari,14.0.3,Macintosh,1440x900,Real,Fake,Fake,Fake,7
8/18/2021 7:18,8/18/2021 7:31,100,815,TRUE,8/18/2021 7:31,R_1Qxx7Ccl33JbL42,,,,,anonymous,EN,Yes,60fcd151a24a2b0184325008,Chrome,92.0.4515.159,Windows NT 10.0,1920x1080,Real,Fake,Real,Fake,7
8/18/2021 7:22,8/18/2021 7:26,100,234,TRUE,8/18/2021 7:26,R_3P6KYZSJQv5SWAB,,,,,anonymous,EN,Yes,610556f43cadcf9a5f8b77e1,Chrome,92.0.4515.131,Windows NT 10.0,1280x720,Real,Fake,Fake,Fake,7
8/18/2021 7:24,8/18/2021 7:41,100,1024,TRUE,8/18/2021 7:41,R_1duCJHoKnJxmWm7,,,,,anonymous,EN,Yes,5dd4189ef30aa640b4e9c094,Edge,92.0.902.73,Windows NT 10.0,1366x768,Real,Fake,Real,Real,7
8/18/2021 7:26,8/18/2021 7:42,100,965,TRUE,8/18/2021 7:42,R_1K8Umt91syQxbYj,,,,,anonymous,EN,Yes,60ee4077cdf4f24a1c607783,Chrome,92.0.4515.130,CrOS x86_64 13982.69.0,1920x1080,Real,Fake,Fake,Real,7
8/18/2021 7:29,8/18/2021 7:36,100,411,TRUE,8/18/2021 7:36,R_2SIFjQHBFGA4iMP,,,,,anonymous,EN,Yes,5de5496937e1d50ca63e0fa5,Chrome,92.0.4515.131,Windows NT 10.0,1920x1080,Real,Fake,Fake,Fake,7
8/18/2021 7:31,8/18/2021 7:36,100,329,TRUE,8/18/2021 7:36,R_1oiP1XkzNUpyNzk,,,,,anonymous,EN,Yes,61004f4069555d737ceab14c,Chrome,92.0.4515.159,Windows NT 10.0,1920x1080,Real,Fake,Real,Real,7
8/18/2021 7:32,8/18/2021 7:38,100,356,TRUE,8/18/2021 7:38,R_5hE3gM7PYqiigKZ,,,,,anonymous,EN,Yes,60f40a5087c5a760cd74c10e,Chrome,89.0.4389.105,Android 9,601x962,Fake,Fake,Fake,Fake,7
8/18/2021 7:34,8/18/2021 7:38,100,223,TRUE,8/18/2021 7:38,R_3gLPeveBXH9KtHv,,,,,anonymous,EN,Yes,60fce502c18c9ebf08ef5d0a,Safari iPhone,14.1.1,iPhone,414x896,Real,Fake,Real,Real,7
8/18/2021 7:36,8/18/2021 7:46,100,579,TRUE,8/18/2021 7:46,R_2aLF0igMT6m1Lwg,,,,,anonymous,EN,Yes,5ede432f75bfd1073c1501d8,Chrome,92.0.4515.131,Windows NT 10.0,1920x1080,Fake,Fake,Fake,Real,7
8/18/2021 7:39,8/18/2021 7:45,100,387,TRUE,8/18/2021 7:45,R_2y4sLhFwtzi2C2a,,,,,anonymous,EN,Yes,60fd9fb18df97916d934a9d2,Chrome,92.0.4515.131,Macintosh,1920x1080,Real,Fake,Fake,Real,7
8/18/2021 7:42,8/18/2021 7:53,100,703,TRUE,8/18/2021 7:53,R_1IRx1OkdZ624BtF,,,,,anonymous,EN,Yes,6100c34a0725a47de025abf5,Chrome,92.0.4515.107,Macintosh,1440x900,Real,Fake,Real,Real,7
8/18/2021 7:47,8/18/2021 7:56,100,552,TRUE,8/18/2021 7:56,R_1GKpfwDX5K2vrEc,,,,,anonymous,EN,Yes,60fedefdfe41733d2a348bab,Chrome iPad,92.0.4515.90,iPad,768x1024,Fake,Fake,Fake,Real,7
8/18/2021 7:48,8/18/2021 7:56,100,442,TRUE,8/18/2021 7:56,R_1mDi3NyZwVFeoZS,,,,,anonymous,EN,Yes,5d8817759e812e001affbd1f,Chrome,87.0.4280.141,Android 10,412x892,Real,Fake,Fake,Fake,7
8/18/2021 7:48,8/18/2021 8:03,100,847,TRUE,8/18/2021 8:03,R_2Cst8NJMKoTFbf3,,,,,anonymous,EN,Yes,61059d06eb514041003b4568,Chrome,92.0.4515.131,Macintosh,1280x800,Real,Fake,Fake,Real,7
8/18/2021 7:49,8/18/2021 7:58,100,492,TRUE,8/18/2021 7:58,R_0OmBDnsu9zAkVBn,,,,,anonymous,EN,Yes,5dd4070a57a7e13efe25534a,Chrome,92.0.4515.131,Macintosh,1440x900,Real,Fake,Real,Fake,7
8/18/2021 7:54,8/18/2021 8:02,100,483,TRUE,8/18/2021 8:02,R_2BhVWTgDuClN6Bg,,,,,anonymous,EN,Yes,5e1f8fbfb202032c463f3e06,Firefox,91,Windows NT 6.1,1360x768,Real,Fake,Fake,Real,7
8/18/2021 7:54,8/18/2021 8:09,100,898,TRUE,8/18/2021 8:09,R_2uOFz3V2A432znL,,,,,anonymous,EN,Yes,60f8b61f3b0e46ab407173c9,Chrome,92.0.4515.131,Windows NT 10.0,1536x864,Fake,Fake,Fake,Fake,7
8/18/2021 7:57,8/18/2021 8:20,100,1350,TRUE,8/18/2021 8:20,R_2tbspAFavvolY62,,,,,anonymous,EN,Yes,5dd9ebd239bca1962e17e64c,Chrome,92.0.4515.107,Linux x86_64,1366x768,Fake,Real,Real,Fake,7
8/18/2021 7:58,8/18/2021 8:03,100,352,TRUE,8/18/2021 8:03,R_2rDxn5d1fmtwCyA,,,,,anonymous,EN,Yes,61034b803f2d030560127172,Chrome,92.0.4515.131,Android 11,412x915,Real,Fake,Real,Real,7
8/18/2021 8:00,8/18/2021 8:15,100,927,TRUE,8/18/2021 8:15,R_DkPUbdOm08VEcRr,,,,,anonymous,EN,Yes,5eea65e562edb010904f8357,Chrome,92.0.4515.131,Windows NT 10.0,1920x1080,Real,Real,Fake,Fake,7
8/18/2021 8:00,8/18/2021 8:09,100,570,TRUE,8/18/2021 8:09,R_QiBrf3fFNFVDsgF,,,,,anonymous,EN,Yes,6064a0185b9ce0ca98b5e791,Chrome,92.0.4515.131,Windows NT 10.0,1366x768,Real,Fake,Fake,Fake,7
8/18/2021 8:01,8/18/2021 8:12,100,626,TRUE,8/18/2021 8:12,R_1QUwHdr2d7cWrYJ,,,,,anonymous,EN,Yes,6100695fb7cc5c218314f8df,Chrome,92.0.4515.131,Windows NT 10.0,1536x864,Fake,Fake,Fake,Real,7
8/18/2021 8:02,8/18/2021 8:18,100,975,TRUE,8/18/2021 8:18,R_3psXxWk0XIQqfFr,,,,,anonymous,EN,Yes,60e70a9a82164990b412cb1c,Chrome,92.0.4515.131,Macintosh,1280x720,Real,Fake,Fake,Fake,7
8/18/2021 8:09,8/18/2021 8:25,100,952,TRUE,8/18/2021 8:25,R_2zhV7mWGcTvKjdt,,,,,anonymous,EN,Yes,6107eacc2490d9d7c99ce639,Edge,92.0.902.73,Windows NT 10.0,1536x864,Real,Fake,Fake,Real,7
8/18/2021 8:09,8/18/2021 8:29,100,1221,TRUE,8/18/2021 8:29,R_1DAyc9AoLYssybv,,,,,anonymous,EN,Yes,60fbce52335acf2f94736695,Chrome,92.0.4515.131,Windows NT 6.3,1366x768,Real,Fake,Fake,Real,7
8/18/2021 8:09,8/18/2021 8:18,100,572,TRUE,8/18/2021 8:18,R_1dM6PaJgGA4nBpd,,,,,anonymous,EN,Yes,60fcd1067e2b44493d2335f1,Safari,14.0.3,Macintosh,768x1024,Real,Fake,Fake,Real,7
8/18/2021 8:09,8/18/2021 8:21,100,705,TRUE,8/18/2021 8:21,R_22JQSNicQ8fN3qc,,,,,anonymous,EN,Yes,60ec91cb6bae74a00e1637dc,Chrome,92.0.4515.131,Windows NT 6.3,1366x768,Fake,Real,Real,Fake,7
8/18/2021 8:09,8/18/2021 8:14,100,283,TRUE,8/18/2021 8:14,R_1i4jGPKnqUd0xi3,,,,,anonymous,EN,Yes,5c33a10c88e52b00017eb86f,Chrome,92.0.4515.131,Windows NT 6.1,984x738,Real,Fake,Fake,Real,7
8/18/2021 8:09,8/18/2021 8:17,100,437,TRUE,8/18/2021 8:17,R_1eRxbJHkzhTuHTW,,,,,anonymous,EN,Yes,600e0095145338647568af91,Chrome,92.0.4515.131,Windows NT 10.0,1920x1080,Real,Fake,Fake,Real,7
8/18/2021 8:10,8/18/2021 8:16,100,356,TRUE,8/18/2021 8:16,R_BrGsap2GAeytWFz,,,,,anonymous,EN,Yes,60ff1668f3238bd02d40328d,Chrome,92.0.4515.131,Windows NT 10.0,1920x1080,Real,Fake,Real,Real,7
8/18/2021 8:11,8/18/2021 8:30,100,1123,TRUE,8/18/2021 8:30,R_2q1VVtDdcCDdO2H,,,,,anonymous,EN,Yes,610ae2b0e4e54c9b9c7df545,Chrome,92.0.4515.131,Windows NT 6.3,1366x768,Real,Fake,Real,Fake,7
8/18/2021 8:13,8/18/2021 8:19,100,311,TRUE,8/18/2021 8:19,R_1NqSM4EoWEGvNDY,,,,,anonymous,EN,Yes,60fce4c8a70b98039a97341b,Edge,92.0.902.73,Windows NT 10.0,1920x1080,Real,Fake,Fake,Real,7
