StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,Consent,Meta_Browser,Meta_Version,Meta_Operating System,Meta_Resolution,lt_medicare,sms_disability,lt_suspension,sms_redcross,attentionCheck,psid,pid
7/9/2021 10:01,7/9/2021 10:02,IP Address,100,82,TRUE,7/9/2021 10:02,R_dgUgsGKnLi1h9Ad,,,,,anonymous,EN,Yes,Chrome,91.0.4472.114,Macintosh,1440x900,Fake,Fake,Real,Real,7,J9ezj6XGQNOpoZgyI9ISqw**,1913602324
7/9/2021 9:56,7/9/2021 10:03,IP Address,100,409,TRUE,7/9/2021 10:03,R_qC4Wz39VtesahMt,,,,,anonymous,EN,Yes,Edge,91.0.864.64,Windows NT 10.0,1280x720,Real,Fake,Real,Fake,7,J9ezj6XGQNOKt3psmZ6XdA**,1504748594
7/9/2021 9:56,7/9/2021 10:03,IP Address,100,470,TRUE,7/9/2021 10:03,R_3EFsWgHrPULO6Lh,,,,,anonymous,EN,Yes,Safari,14.1.1,Macintosh,768x1024,Fake,Fake,Fake,Fake,7,J9ezj6XGQNMuAkLFTf-eRA**,1415933999
7/9/2021 10:02,7/9/2021 10:04,IP Address,100,122,TRUE,7/9/2021 10:04,R_2ts9glF1NPBcj0I,,,,,anonymous,EN,Yes,Edge,91.0.864.64,Windows NT 10.0,1366x768,Real,Real,Real,Real,7,J9ezj6XGQNNpXZZO2UG9CA**,1921086078
7/9/2021 10:07,7/9/2021 10:07,IP Address,100,5,TRUE,7/9/2021 10:07,R_OHDdh0xMPORO0tH,,,,,anonymous,EN,No,,,,,,,,,,J9ezj6XGQNN3vy1JHLIPug**,1503769250
7/9/2021 10:01,7/9/2021 10:08,IP Address,100,427,TRUE,7/9/2021 10:08,R_DtWKcKK6y0sImhr,,,,,anonymous,EN,Yes,Firefox,89,Windows NT 10.0,1366x768,Real,Fake,Fake,Fake,7,J9ezj6XGQNNYVOHT3ZziMg**,1769196292
7/9/2021 10:07,7/9/2021 10:09,IP Address,100,129,TRUE,7/9/2021 10:09,R_1CEoaDtCA5k5KJ4,,,,,anonymous,EN,Yes,Chrome,91.0.4472.106,Macintosh,1440x900,Fake,Fake,Real,Fake,7,J9ezj6XGQNN9fdeYK0XUxw**,1745891605
7/9/2021 10:06,7/9/2021 10:11,IP Address,100,246,TRUE,7/9/2021 10:11,R_2QQAgE6X4pzDDQi,,,,,anonymous,EN,Yes,AppleWebKit,605.1.15,Macintosh,810x1080,Fake,Fake,Fake,Real,7,J9ezj6XGQNPHVMOpQm7hMA**,1232190934
7/9/2021 10:11,7/9/2021 10:14,IP Address,100,168,TRUE,7/9/2021 10:14,R_2TpEzvG7mAHW7xs,,,,,anonymous,EN,Yes,Chrome,91.0.4472.124,Windows NT 6.1,1366x768,Real,Fake,Fake,Fake,7,J9ezj6XGQNOUVlDaKN-RHw**,1268576834
7/9/2021 10:13,7/9/2021 10:14,IP Address,100,73,TRUE,7/9/2021 10:14,R_8ojNuQwCOj3PAd3,,,,,anonymous,EN,Yes,Chrome,91.0.4472.124,Windows NT 10.0,1680x1050,Fake,Fake,Fake,Fake,7,J9ezj6XGQNOOE92jRJrg-w**,1502939230
7/9/2021 9:56,7/9/2021 10:14,IP Address,100,1074,TRUE,7/9/2021 10:14,R_3pchag0rcVeZHpW,,,,,anonymous,EN,Yes,Safari,14.1.1,Macintosh,1280x800,Fake,Fake,Fake,Fake,7,J9ezj6XGQNOIHusbMRI2JA**,1079404780
7/9/2021 10:07,7/9/2021 10:15,IP Address,100,463,TRUE,7/9/2021 10:15,R_3O7xwOXXrphNfzU,,,,,anonymous,EN,Yes,Chrome,91.0.4472.124,Windows NT 10.0,1366x768,Real,Real,Real,Real,7,J9ezj6XGQNPfhdbsxZ2ilg**,1740003963
7/9/2021 10:09,7/9/2021 10:15,IP Address,100,401,TRUE,7/9/2021 10:15,R_9RbDUT0qEj4EHSh,,,,,anonymous,EN,Yes,Chrome,89.0.4371.0,Windows NT 10.0,1280x800,Fake,Real,Fake,Real,7,J9ezj6XGQNOnBmcipSGPiw**,1836884866
7/9/2021 10:15,7/9/2021 10:16,IP Address,100,45,TRUE,7/9/2021 10:16,R_1eCTYbzZwmJzWk3,,,,,anonymous,EN,Yes,Chrome,91.0.4472.124,Windows NT 10.0,1920x1080,Real,Real,Real,Fake,7,J9ezj6XGQNN-eLSAUaA-vw**,1504751854
7/9/2021 10:13,7/9/2021 10:16,IP Address,100,148,TRUE,7/9/2021 10:16,R_2yjfzEfodyIiNet,,,,,anonymous,EN,Yes,Edge,91.0.864.64,Windows NT 10.0,1366x768,Real,Fake,Real,Fake,7,J9ezj6XGQNOEXgqjZ87jyg**,1131905846
7/9/2021 10:13,7/9/2021 10:18,IP Address,100,271,TRUE,7/9/2021 10:18,R_BKzxTnjBpd1ydJT,,,,,anonymous,EN,Yes,Chrome,99.0.3538.77,Macintosh,1280x800,Real,Real,Real,Real,7,J9ezj6XGQNOj_jBQ_TaiWg**,1881063872
7/9/2021 10:21,7/9/2021 10:23,IP Address,100,89,TRUE,7/9/2021 10:23,R_2zLR1dO35bKl3rl,,,,,anonymous,EN,Yes,Chrome,99.0.7113.93,Windows NT 10.0,1366x768,Fake,Real,Real,Real,7,J9ezj6XGQNO_uEGSZyUrQA**,1975189063
7/9/2021 10:23,7/9/2021 10:24,IP Address,100,61,TRUE,7/9/2021 10:24,R_1go6RUh2JOer4tS,,,,,anonymous,EN,Yes,Chrome,91.0.4472.124,Windows NT 10.0,1366x768,Real,Real,Real,Real,7,J9ezj6XGQNOVUNCR27iSrw**,1944205636
7/9/2021 10:21,7/9/2021 10:24,IP Address,100,165,TRUE,7/9/2021 10:24,R_10ZZNK7L6oSkzLG,,,,,anonymous,EN,Yes,Safari,14.1.1,Macintosh,768x1024,Fake,Fake,Fake,Fake,7,J9ezj6XGQNPlDsY1sZ7JgA**,1415878225
7/9/2021 10:25,7/9/2021 10:25,IP Address,100,9,TRUE,7/9/2021 10:25,R_3RsJij5PKnAygJo,,,,,anonymous,EN,No,,,,,,,,,,J9ezj6XGQNMsIOlgYttm5g**,1502120491
7/9/2021 10:23,7/9/2021 10:25,IP Address,100,134,TRUE,7/9/2021 10:25,R_7U7cTLFNOlt5wkh,,,,,anonymous,EN,Yes,Chrome,99.0.7113.52,Windows NT 10.0,1440x900,Real,Fake,Real,Fake,7,J9ezj6XGQNOT6S8p-2-u6Q**,1980926730
7/9/2021 10:23,7/9/2021 10:26,IP Address,100,137,TRUE,7/9/2021 10:26,R_w0PVHAenVsMhdzb,,,,,anonymous,EN,Yes,Chrome,91.0.4472.124,Windows NT 10.0,600x1064,Real,Real,Real,Fake,7,J9ezj6XGQNPhyT42iMxhJQ**,1943130542
7/9/2021 10:29,7/9/2021 10:33,IP Address,100,237,TRUE,7/9/2021 10:33,R_10ZzWIpl1nUBWsW,,,,,anonymous,EN,Yes,Opera,77.0.4054.172,Windows NT 10.0,1680x1050,Real,Fake,Fake,Fake,7,J9ezj6XGQNMgM4BMNbgv5Q**,1975109780
7/9/2021 10:32,7/9/2021 10:34,IP Address,100,110,TRUE,7/9/2021 10:34,R_3kvKusd4zU5gKEX,,,,,anonymous,EN,Yes,Firefox,89,Windows NT 10.0,1280x800,Fake,Real,Real,Fake,7,J9ezj6XGQNM-nLF1fC6FQQ**,1973163320
7/9/2021 10:18,7/9/2021 10:35,IP Address,100,1013,TRUE,7/9/2021 10:35,R_cLSiqxc2WJdI8Bb,,,,,anonymous,EN,Yes,Chrome,91.0.4472.124,Windows NT 6.1,1366x768,Fake,Fake,Fake,Real,7,J9ezj6XGQNMYcxcHyEtEPw**,1502120462
7/9/2021 10:36,7/9/2021 10:37,IP Address,100,64,TRUE,7/9/2021 10:37,R_1Opifi7xq5QgPGH,,,,,anonymous,EN,Yes,Chrome,91.0.4472.77,Macintosh,1280x800,Fake,Fake,Fake,Fake,7,J9ezj6XGQNN5lB_vdXc7aw**,1502777650
7/9/2021 10:36,7/9/2021 10:37,IP Address,100,76,TRUE,7/9/2021 10:37,R_wKSeiZg9FicRSx3,,,,,anonymous,EN,Yes,Chrome,75.0.3770.100,Windows NT 10.0,1280x800,Real,Real,Real,Real,7,J9ezj6XGQNOS_O0qavAl0g**,1667013768
7/9/2021 10:36,7/9/2021 10:38,IP Address,100,118,TRUE,7/9/2021 10:38,R_1mzm4dJV3SF1POX,,,,,anonymous,EN,Yes,Chrome,91.0.4472.77,Windows NT 6.1,1600x900,Real,Fake,Fake,Real,7,J9ezj6XGQNONZeA91VvDiw**,1503523439
7/9/2021 10:38,7/9/2021 10:40,IP Address,100,67,TRUE,7/9/2021 10:40,R_2xxhAgo5In5rzBl,,,,,anonymous,EN,No,,,,,,,,,,J9ezj6XGQNMixQWa71JFmA**,1501830856
7/9/2021 10:33,7/9/2021 10:41,IP Address,100,451,TRUE,7/9/2021 10:41,R_1do66nPGXzzk0oV,,,,,anonymous,EN,Yes,Chrome,91.0.4472.124,Windows NT 10.0,1366x768,Real,Fake,Fake,Fake,7,J9ezj6XGQNP3GqM9Nz50qQ**,1316925016
7/9/2021 10:40,7/9/2021 10:42,IP Address,100,90,TRUE,7/9/2021 10:42,R_3fiMsQmOjdKsQWm,,,,,anonymous,EN,Yes,Chrome,91.0.4472.124,Windows NT 10.0,1920x1080,Real,Fake,Fake,Fake,7,J9ezj6XGQNOuZuW7qb-58g**,1639345292
7/9/2021 10:42,7/9/2021 10:43,IP Address,100,64,TRUE,7/9/2021 10:43,R_vc48hIP368EIZdT,,,,,anonymous,EN,Yes,Safari,14.1.1,Macintosh,768x1024,Fake,Fake,Real,Real,7,J9ezj6XGQNON2xa4eOImZw**,1502434744
7/9/2021 10:23,7/9/2021 10:44,IP Address,100,1270,TRUE,7/9/2021 10:44,R_1mxiCcln8HQHkgs,,,,,anonymous,EN,Yes,Chrome,91.0.4472.124,Windows NT 6.1,1366x768,Real,Fake,Real,Fake,7,J9ezj6XGQNNxhRpsbog60Q**,1215358690
7/9/2021 10:32,7/9/2021 10:44,IP Address,100,739,TRUE,7/9/2021 10:44,R_1H8n6oZgXNCssnh,,,,,anonymous,EN,Yes,Chrome,91.0.4472.124,Windows NT 10.0,1920x1080,Fake,Fake,Fake,Real,7,J9ezj6XGQNOGt0Ncb1EDbg**,1455752624
7/9/2021 10:21,7/9/2021 10:44,IP Address,100,1377,TRUE,7/9/2021 10:44,R_1jNb3xCx0Qmg5lN,,,,,anonymous,EN,Yes,Safari,12.1.2,Macintosh,1920x1080,Real,Fake,Fake,Real,7,J9ezj6XGQNPMHgKPmN_ypg**,1257291407
7/9/2021 10:44,7/9/2021 10:45,IP Address,100,55,TRUE,7/9/2021 10:45,R_XO2FwItK77MVeBH,,,,,anonymous,EN,Yes,Chrome,91.0.4472.124,Windows NT 10.0,1536x864,Real,Fake,Fake,Fake,7,J9ezj6XGQNMrEpNFIHesqg**,1503647426
7/9/2021 10:46,7/9/2021 10:48,IP Address,100,86,TRUE,7/9/2021 10:48,R_r9GAISEOxg5cb0l,,,,,anonymous,EN,Yes,Safari,14.1.1,Macintosh,1440x900,Real,Fake,Fake,Fake,7,J9ezj6XGQNPPgB7RFqY-ug**,1504420297
7/9/2021 10:50,7/9/2021 10:51,IP Address,100,103,TRUE,7/9/2021 10:51,R_vDEF9EKfR9cW9fr,,,,,anonymous,EN,Yes,Safari iPad,Unknown,iPad,768x1024,Real,Real,Real,Real,7,J9ezj6XGQNMg2VFlbtyIlg**,1448852467
7/9/2021 10:52,7/9/2021 10:55,IP Address,100,172,TRUE,7/9/2021 10:55,R_22RJ7lPvfQMq08O,,,,,anonymous,EN,Yes,Firefox,89,Windows NT 10.0,1366x768,Real,Real,Real,Real,7,J9ezj6XGQNP40usf70_lvg**,1941258164
7/9/2021 10:53,7/9/2021 10:56,IP Address,100,174,TRUE,7/9/2021 10:56,R_3azb8ApQxav3Yjf,,,,,anonymous,EN,Yes,Chrome,91.0.4472.123,Windows NT 10.0,1536x864,Real,Real,Real,Real,7,J9ezj6XGQNPGrEfL5dN7Dw**,1952133789
7/9/2021 10:53,7/9/2021 10:56,IP Address,100,163,TRUE,7/9/2021 10:56,R_3JsXpNn9m4goa5l,,,,,anonymous,EN,Yes,Firefox,89,Windows NT 6.1,1920x1080,Real,Fake,Fake,Real,7,J9ezj6XGQNPyNEqXFOAM6g**,1504906845
7/9/2021 10:56,7/9/2021 10:57,IP Address,100,71,TRUE,7/9/2021 10:57,R_D6sqkTGgSHlCHap,,,,,anonymous,EN,Yes,Edge,91.0.864.64,Windows NT 10.0,1366x768,Real,Fake,Fake,Fake,7,J9ezj6XGQNOmw5hs00IZTA**,1251414290
7/9/2021 10:53,7/9/2021 10:57,IP Address,100,283,TRUE,7/9/2021 10:57,R_BPwDQstYL6oIioV,,,,,anonymous,EN,Yes,Chrome,91.0.4472.124,Windows NT 10.0,1920x1080,Real,Real,Real,Real,7,J9ezj6XGQNNbFE5MUZB3Lg**,1503528878
7/9/2021 10:59,7/9/2021 11:00,IP Address,100,65,TRUE,7/9/2021 11:00,R_3oGgsJlBwcxWnjd,,,,,anonymous,EN,Yes,Firefox,89,Windows NT 10.0,1366x768,Real,Fake,Real,Fake,7,J9ezj6XGQNOu9cpTYfKomg**,1698518650
7/9/2021 10:59,7/9/2021 11:01,IP Address,100,158,TRUE,7/9/2021 11:01,R_1LdmE75UdsyrIXF,,,,,anonymous,EN,Yes,Edge,91.0.864.64,Windows NT 10.0,1600x900,Fake,Fake,Fake,Fake,7,J9ezj6XGQNPdIX7qvzCIGA**,1504460380
7/9/2021 10:58,7/9/2021 11:04,IP Address,100,352,TRUE,7/9/2021 11:04,R_1jvKwQE7PcRFQ5P,,,,,anonymous,EN,Yes,Firefox,89,Windows NT 10.0,1280x800,Real,Fake,Fake,Real,7,J9ezj6XGQNOBVjPxD1_XHA**,1965343494
7/9/2021 10:55,7/9/2021 11:04,IP Address,100,526,TRUE,7/9/2021 11:04,R_20UL1HpZbokCKJZ,,,,,anonymous,EN,Yes,Safari,13.1.2,Macintosh,1920x1080,Fake,Fake,Fake,Fake,7,J9ezj6XGQNNtjSnjGLgDiA**,1503900247
7/9/2021 11:04,7/9/2021 11:05,IP Address,100,53,TRUE,7/9/2021 11:05,R_3LdsIM02fARK6FS,,,,,anonymous,EN,Yes,Chrome,91.0.4472.124,Windows NT 10.0,1536x864,Real,Fake,Fake,Fake,7,J9ezj6XGQNM8MM4mux0lLg**,1255040673
7/9/2021 11:04,7/9/2021 11:10,IP Address,100,324,TRUE,7/9/2021 11:10,R_11YND6FZUmPaTC7,,,,,anonymous,EN,Yes,Chrome,91.0.4472.124,Windows NT 10.0,1600x900,Fake,Fake,Fake,Fake,7,J9ezj6XGQNNQh-wA8DQgaw**,1505238614
7/9/2021 11:09,7/9/2021 11:11,IP Address,100,88,TRUE,7/9/2021 11:11,R_3hsaQT3pOtkEq6o,,,,,anonymous,EN,Yes,Safari iPad,12.1.2,iPad,768x1024,Fake,Fake,Fake,Fake,7,J9ezj6XGQNNwXxsGp8yXMA**,1502540587
7/9/2021 10:55,7/9/2021 11:11,IP Address,100,983,TRUE,7/9/2021 11:11,R_2rp9RpE8G5nHH3D,,,,,anonymous,EN,Yes,Chrome,91.0.4472.124,Windows NT 10.0,1536x864,Real,Fake,Fake,Real,7,J9ezj6XGQNNarZjxjv_2Mw**,1227573332
7/9/2021 11:14,7/9/2021 11:16,IP Address,100,103,TRUE,7/9/2021 11:16,R_TttNlqNS1148x3j,,,,,anonymous,EN,Yes,Chrome,91.0.4472.124,Windows NT 10.0,1536x864,Real,Fake,Fake,Fake,7,J9ezj6XGQNOZGy1jkqJEhQ**,1316827088
7/9/2021 11:13,7/9/2021 11:16,IP Address,100,213,TRUE,7/9/2021 11:16,R_3HS9Pqa4epVF6UB,,,,,anonymous,EN,Yes,Chrome,91.0.4472.114,Windows NT 10.0,1366x768,Real,Fake,Fake,Fake,7,J9ezj6XGQNPrFkqxIW6Zbg**,1502121729
7/9/2021 11:18,7/9/2021 11:22,IP Address,100,255,TRUE,7/9/2021 11:22,R_2cpCCQcDQjlBDbN,,,,,anonymous,EN,Yes,Chrome,91.0.4472.124,Windows NT 6.1,1600x900,Fake,Fake,Fake,Fake,7,J9ezj6XGQNPK10wL4ipNsQ**,1415817614
7/9/2021 11:23,7/9/2021 11:25,IP Address,100,95,TRUE,7/9/2021 11:25,R_1JLtSgDlvnBCv25,,,,,anonymous,EN,Yes,Chrome,91.0.4472.124,Windows NT 10.0,1366x768,Real,Real,Real,Real,7,J9ezj6XGQNO5SG2eBqVo6g**,1904914116
7/9/2021 11:27,7/9/2021 11:27,IP Address,100,42,TRUE,7/9/2021 11:27,R_24xhHVRfXFt6tr1,,,,,anonymous,EN,Yes,Chrome,91.0.4472.124,Windows NT 10.0,1920x1080,Fake,Fake,Fake,Fake,7,J9ezj6XGQNMgM0_MsRAR-w**,1501803106
7/9/2021 11:28,7/9/2021 11:36,IP Address,100,495,TRUE,7/9/2021 11:36,R_3lMi6Bt66ZGArJm,,,,,anonymous,EN,Yes,Edge,91.0.864.64,Windows NT 10.0,1920x1080,Fake,Fake,Fake,Real,7,J9ezj6XGQNMSjCkr9ZhqMA**,1504701761
7/9/2021 11:34,7/9/2021 11:39,IP Address,100,270,TRUE,7/9/2021 11:39,R_29t4KkDGS1NhO47,,,,,anonymous,EN,Yes,Chrome,91.0.4472.124,Windows NT 10.0,1600x900,Real,Real,Real,Fake,7,J9ezj6XGQNOucJjdhmOtPA**,1948347037
7/9/2021 11:39,7/9/2021 11:40,IP Address,100,67,TRUE,7/9/2021 11:40,R_2pRxHwsWN9umrSp,,,,,anonymous,EN,Yes,Firefox,89,Windows NT 10.0,1366x768,Real,Real,Real,Fake,7,J9ezj6XGQNMquYOetT3nbQ**,1969179550
7/9/2021 11:37,7/9/2021 11:43,IP Address,100,339,TRUE,7/9/2021 11:43,R_OxRRKPw2SdOtIf7,,,,,anonymous,EN,Yes,Chrome,91.0.4472.114,CrOS x86_64 13904.66.0,1200x750,Real,Fake,Fake,Real,7,J9ezj6XGQNNgK9VOkiwcOw**,1723914850
7/9/2021 11:48,7/9/2021 11:48,IP Address,100,44,TRUE,7/9/2021 11:48,R_3JsK9gGF7VHVIry,,,,,anonymous,EN,Yes,Chrome,91.0.4472.124,Windows NT 10.0,1440x900,Real,Real,Real,Real,7,J9ezj6XGQNORBt-b6vW1EQ**,1711764005
7/9/2021 11:48,7/9/2021 11:50,IP Address,100,149,TRUE,7/9/2021 11:50,R_2zGUZUILzasxxbQ,,,,,anonymous,EN,Yes,Chrome,91.0.4472.124,Windows NT 10.0,1920x1080,Real,Fake,Fake,Fake,7,J9ezj6XGQNO1eFelZsaKww**,1320722768
7/9/2021 11:49,7/9/2021 11:53,IP Address,100,250,TRUE,7/9/2021 11:53,R_2WOqCSmx5BbStaP,,,,,anonymous,EN,Yes,Chrome,91.0.4472.124,Windows NT 10.0,1366x768,Real,Fake,Real,Real,7,J9ezj6XGQNMrV0CT24sddA**,1982662380
7/9/2021 11:55,7/9/2021 11:56,IP Address,100,74,TRUE,7/9/2021 11:56,R_1kYtVwVJ16o6M8a,,,,,anonymous,EN,Yes,Chrome,91.0.4472.124,Windows NT 10.0,1024x768,Real,Real,Real,Real,7,J9ezj6XGQNO0JX-yO7XKOw**,1978153678
7/9/2021 11:57,7/9/2021 11:58,IP Address,100,93,TRUE,7/9/2021 11:58,R_1f8xHTk29m5cwJj,,,,,anonymous,EN,Yes,Chrome,91.0.4472.124,Windows NT 10.0,600x1252,Real,Real,Real,Real,7,J9ezj6XGQNP1jzRjv4dmEw**,1980959383
7/9/2021 11:55,7/9/2021 12:01,IP Address,100,408,TRUE,7/9/2021 12:01,R_RWxFXC3ZcBRes9j,,,,,anonymous,EN,Yes,Chrome,91.0.4472.124,Windows NT 10.0,1280x1024,Fake,Fake,Real,Fake,7,J9ezj6XGQNPq6HIl-EX33A**,1505202998
7/9/2021 12:00,7/9/2021 12:04,IP Address,100,242,TRUE,7/9/2021 12:04,R_rqpCCov4LhGR6UN,,,,,anonymous,EN,Yes,Chrome,91.0.4472.124,Windows NT 10.0,1366x768,Real,Fake,Fake,Fake,7,J9ezj6XGQNP9tWeuTzajOQ**,1461344961
7/9/2021 12:05,7/9/2021 12:06,IP Address,100,84,TRUE,7/9/2021 12:06,R_1LCEnDOfwbCQZ7g,,,,,anonymous,EN,Yes,Chrome,91.0.4472.124,Windows NT 10.0,600x1256,Real,Real,Real,Real,7,J9ezj6XGQNNmug-MGPZREw**,1923658687
