StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Consent,PID,Meta_Browser,Meta_Version,Meta_Operating System,Meta_Resolution,ImportantInformation,AmazonPayment,AmazonDelay,RedCross,Disability,ssa_optout,replacementCard,annualReminderKLEW,lt_medicare,sms_disability,lt_suspension,sms_redcross,Previously_Targeted,Lost_Money,Amount_Lost,attentionCheck,surveyArm
2021-05-14 06:56:24,2021-05-14 07:02:36,IP Address,24.154.189.74,100,371,True,2021-05-14 07:02:36,R_3qleF2Z0eER8zvB,,,,,40.8795013427734375,-79.93000030517578125,anonymous,EN,Yes,5ed2f70cae98302901c31d4f,Safari,14.1,Macintosh,1440x900,Real,Real,Real,Real,Fake,Real,Fake,Fake,Fake,Fake,Fake,Fake,"Someone selling fraudulent goods or services,Other",No,,7,notSet
2021-05-14 06:55:44,2021-05-14 07:03:00,IP Address,68.12.141.86,100,436,True,2021-05-14 07:03:00,R_2xAh8ict0HLp2fI,,,,,35.514404296875,-97.5865020751953125,anonymous,EN,Yes,5d6fbd3f9ba41b0018d20082,Chrome,90.0.4430.212,Windows NT 10.0,1536x864,Real,Fake,Real,Fake,Fake,Fake,Real,Real,Fake,Fake,Fake,Real,Someone selling fraudulent goods or services,No,,7,notSet
2021-05-14 06:58:29,2021-05-14 07:03:14,IP Address,100.0.63.132,100,284,True,2021-05-14 07:03:14,R_3EoEMjyw1S7nhKI,,,,,42.4842987060546875,-71.0951995849609375,anonymous,EN,Yes,6029acb673830e93bcc9230f,Edge,90.0.818.56,Windows NT 10.0,1360x768,Real,Fake,Real,Fake,Fake,Real,Fake,Real,Real,Fake,Fake,Real,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,7,notSet
2021-05-14 06:55:54,2021-05-14 07:03:26,IP Address,65.31.0.227,100,451,True,2021-05-14 07:03:26,R_yIKp3XGRC53iqJz,,,,,41.1526031494140625,-81.62999725341796875,anonymous,EN,Yes,5fc97e96984e254769a3331c,Chrome,90.0.4430.93,Macintosh,1280x800,Fake,Fake,Real,Real,Fake,Real,Fake,Real,Fake,Fake,Fake,Real,Someone claiming to be from the IRS (but wasn't),No,,7,notSet
2021-05-14 06:58:32,2021-05-14 07:04:26,IP Address,104.153.43.215,100,353,True,2021-05-14 07:04:26,R_3fwSs0wmawvN7a9,,,,,41.3625030517578125,-72.04489898681640625,anonymous,EN,Yes,5ea716ca0f570b098f14e459,Safari,14.0.3,Macintosh,768x1024,Real,Real,Real,Real,Fake,Fake,Real,Fake,Fake,Fake,Fake,Real,"Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,7,notSet
2021-05-14 07:02:02,2021-05-14 07:05:55,IP Address,71.74.238.184,100,233,True,2021-05-14 07:05:56,R_32W94DW1gmYJMnw,,,,,40.74200439453125,-81.1031036376953125,anonymous,EN,Yes,5e531b2205acdb33c0f5f24c,Chrome,90.0.4430.212,Windows NT 10.0,1600x900,Fake,Real,Real,Fake,Fake,Real,Real,Fake,Real,Fake,Fake,Fake,"Someone claiming to be from another government agency (but wasn't),Someone selling fraudulent goods or services",No,,7,notSet
2021-05-14 07:01:27,2021-05-14 07:06:39,IP Address,97.95.51.4,100,311,True,2021-05-14 07:06:39,R_1jeO7jPMA28nLqa,,,,,43.77459716796875,-88.43759918212890625,anonymous,EN,Yes,5c3c7913b4f22c0001a0809c,Chrome,84.0.4147.136,CrOS x86_64 13099.110.2,1920x1080,Real,Fake,Real,Real,Fake,Real,Fake,Real,Fake,Fake,Fake,Real,Other,No,,7,notSet
2021-05-14 06:55:20,2021-05-14 07:07:10,IP Address,73.122.235.96,100,709,True,2021-05-14 07:07:11,R_3IZeFRAZofx0MnA,,,,,33.98370361328125,-84.1486968994140625,anonymous,EN,Yes,5e1276f7e69d0a912635da16,Safari,14.1,Macintosh,768x1024,Fake,Fake,Real,Fake,Fake,Fake,Fake,Real,Fake,Fake,Fake,Real,Other,No,,7,notSet
2021-05-14 07:01:22,2021-05-14 07:07:12,IP Address,209.234.95.201,100,350,True,2021-05-14 07:07:13,R_1jD4FKHONPYBFdD,,,,,41.589996337890625,-93.8603973388671875,anonymous,EN,Yes,5ee642c9f5cb343a58b1ef13,Edge,90.0.818.56,Windows NT 10.0,1920x1080,Real,Fake,Real,Fake,Fake,Real,Real,Fake,Real,Fake,Fake,Fake,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone claiming to be from your company (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,7,notSet
2021-05-14 07:02:43,2021-05-14 07:07:58,IP Address,24.102.104.172,100,315,True,2021-05-14 07:07:59,R_2rAOGCJmKdqnyta,,,,,40.7465057373046875,-73.90899658203125,anonymous,EN,Yes,5eb2bffa2f51de04d4f35219,Firefox,88.0,Macintosh,1440x900,Fake,Fake,Real,Real,Fake,Fake,Fake,Real,Fake,Fake,Fake,Fake,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,7,notSet
2021-05-14 06:55:27,2021-05-14 07:09:39,IP Address,73.102.211.104,100,851,True,2021-05-14 07:09:39,R_UR1TJ24Jv5QkAUh,,,,,39.83349609375,-84.8983001708984375,anonymous,EN,Yes,55b9a9b0fdf99b6906d2aba4,Firefox,88.0,Windows NT 10.0,1600x900,Real,Fake,Real,Real,Fake,Fake,Real,Fake,Fake,Fake,Fake,Real,,,,7,notSet
2021-05-14 07:06:02,2021-05-14 07:09:40,IP Address,72.189.148.8,100,218,True,2021-05-14 07:09:41,R_2SDLHqLQfbqRq4Z,,,,,28.52740478515625,-81.6011962890625,anonymous,EN,Yes,571cea664ca277001153c045,Chrome,90.0.4430.212,Windows NT 10.0,1536x864,Real,Real,Real,Real,Real,Real,Fake,Fake,Real,Fake,Fake,Real,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,7,notSet
2021-05-14 07:04:39,2021-05-14 07:11:06,IP Address,98.212.151.141,100,387,True,2021-05-14 07:11:07,R_1C86yVGo6mArQMY,,,,,40.11199951171875,-88.23650360107421875,anonymous,EN,Yes,5e15e63a4f40fbbd907aff1e,Chrome,89.0.4389.128,Windows NT 10.0,1440x900,Real,Fake,Real,Real,Fake,Real,Real,Fake,Fake,Fake,Fake,Fake,"Someone claiming to be from the Social Security Administration (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,7,notSet
2021-05-14 06:58:42,2021-05-14 07:11:10,IP Address,107.77.203.184,100,748,True,2021-05-14 07:11:11,R_1g54hC4sF5uQZbs,,,,,39.3699951171875,-76.67449951171875,anonymous,EN,Yes,60632b562ed6028c6bb905a6,Chrome,90.0.4430.93,Macintosh,1280x800,Real,Fake,Real,Fake,Fake,Fake,Real,Fake,Fake,Fake,Fake,Real,Someone selling fraudulent goods or services,No,,7,notSet
2021-05-14 07:05:34,2021-05-14 07:11:32,IP Address,97.73.244.42,100,357,True,2021-05-14 07:11:32,R_b1VvticDT6a3Hjz,,,,,47.6033935546875,-122.341400146484375,anonymous,EN,Yes,5bf55a643a426e00019e3990,Chrome,90.0.4430.212,Windows NT 10.0,1536x864,Real,Fake,Real,Real,Fake,Real,Fake,Real,Fake,Fake,Fake,Real,Someone selling fraudulent goods or services,No,,7,notSet
2021-05-14 06:56:47,2021-05-14 07:11:58,IP Address,99.12.190.210,100,911,True,2021-05-14 07:11:59,R_3nDlt4vottRWAGO,,,,,43.0005950927734375,-88.220001220703125,anonymous,EN,Yes,6051536b3e81428095504b35,Chrome,90.0.4430.212,Macintosh,1366x768,Fake,Fake,Real,Real,Fake,Fake,Real,Fake,Fake,Fake,Fake,Real,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,7,notSet
2021-05-14 07:06:23,2021-05-14 07:12:25,IP Address,174.27.17.165,100,362,True,2021-05-14 07:12:25,R_10NTc9GXfQZ2pPi,,,,,43.6338958740234375,-116.2942047119140625,anonymous,EN,Yes,58642f4de16d530001b34622,Chrome,91.0.4472.57,Windows NT 10.0,1366x768,Real,Real,Real,Real,Fake,Fake,Real,Fake,Fake,Fake,Real,Fake,,,,7,notSet
2021-05-14 06:55:00,2021-05-14 07:13:00,IP Address,173.3.104.147,100,1080,True,2021-05-14 07:13:01,R_27P77ucap3Yv4mH,,,,,40.957000732421875,-73.8246002197265625,anonymous,EN,Yes,5e84f020507cd30b367b2624,Chrome,90.0.4430.93,Windows NT 6.1,1366x768,Real,Fake,Real,Fake,Fake,Real,Real,Real,Real,Fake,Fake,Real,"Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,7,notSet
2021-05-14 07:07:11,2021-05-14 07:13:46,IP Address,172.58.39.5,100,395,True,2021-05-14 07:13:46,R_1gMgo43OwUaN0ol,,,,,38.5879058837890625,-121.405303955078125,anonymous,EN,Yes,5f81ead00afba52e71dcf414,Chrome,85.0.4183.133,CrOS x86_64 13310.93.0,1536x864,Real,Fake,Fake,Real,Fake,Fake,Fake,Real,Fake,Fake,Fake,Real,Someone selling fraudulent goods or services,No,,7,notSet
2021-05-14 07:07:20,2021-05-14 07:13:50,IP Address,75.72.180.36,100,389,True,2021-05-14 07:13:50,R_PtY7CY2Qh98gpJ7,,,,,44.9763946533203125,-93.2239990234375,anonymous,EN,Yes,5ea497072b246644ea12dc12,Safari iPhone,14.1,iPhone,414x896,Real,Fake,Real,Real,Fake,Real,Real,Real,Fake,Fake,Fake,Real,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,7,notSet
2021-05-14 07:13:42,2021-05-14 07:13:54,IP Address,98.218.254.249,100,11,True,2021-05-14 07:13:55,R_3q9B9dxKPCoDPVI,,,,,38.8842010498046875,-76.99410247802734375,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,notSet
2021-05-14 06:54:51,2021-05-14 07:13:56,IP Address,74.194.103.109,100,1145,True,2021-05-14 07:13:56,R_sebOhORMEfbCXAJ,,,,,30.2281951904296875,-93.19190216064453125,anonymous,EN,Yes,5e4a0a67110b3747ea173d60,Firefox,88.0,Windows NT 10.0,1280x720,Real,Real,Real,Fake,Fake,Real,Real,Real,Real,Fake,Fake,Real,"Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,7,notSet
2021-05-14 07:08:33,2021-05-14 07:14:01,IP Address,98.202.222.93,100,327,True,2021-05-14 07:14:02,R_2CEsmK3jLSiQNgf,,,,,40.6486968994140625,-111.96820068359375,anonymous,EN,Yes,5e5c9623d3e2d3475fea5cff,Chrome,88.0.4324.153,CrOS x86_64 13597.84.0,1366x768,Fake,Fake,Real,Real,Fake,Real,Real,Real,Fake,Fake,Fake,Real,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone selling fraudulent goods or services",No,,7,notSet
2021-05-14 07:09:56,2021-05-14 07:14:21,IP Address,152.26.193.33,100,265,True,2021-05-14 07:14:21,R_3K01THEdvBAT6db,,,,,35.58380126953125,-80.8639984130859375,anonymous,EN,Yes,5ddef2e6929d5de6f1050f1c,Chrome,90.0.4430.72,Macintosh,1366x768,Fake,Fake,Real,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from your company (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,7,notSet
2021-05-14 07:08:08,2021-05-14 07:16:32,IP Address,216.230.42.175,100,504,True,2021-05-14 07:16:33,R_2Bl2a8XBdORNdc5,,,,,28.3036041259765625,-81.59110260009765625,anonymous,EN,Yes,60640bdaf2f072c5a2522832,Chrome,89.0.4389.128,Linux,393x851,Fake,Real,Fake,Fake,Fake,Real,Real,Fake,Fake,Fake,Real,Fake,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,7,notSet
2021-05-14 07:11:17,2021-05-14 07:16:54,IP Address,24.112.227.68,100,337,True,2021-05-14 07:16:54,R_Ad64hNF6XyM9Pe9,,,,,40.872894287109375,-80.25589752197265625,anonymous,EN,Yes,606aea8814129a6784400961,Chrome,88.0.4315.7,Android 8.1.0,360x640,Real,Real,Fake,Fake,Fake,Fake,Fake,Real,Real,Real,Fake,Fake,"Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,7,notSet
2021-05-14 07:08:04,2021-05-14 07:19:23,IP Address,172.56.6.27,100,678,True,2021-05-14 07:19:23,R_2TAyXdBOBMtw9Ep,,,,,30.1746063232421875,-97.8202972412109375,anonymous,EN,Yes,607897a566b792397d974201,Chrome,90.0.4430.212,Windows NT 10.0,1280x720,Real,Fake,Real,Fake,Fake,Fake,Real,Fake,Real,Fake,Fake,Real,"Someone claiming to be from the Social Security Administration (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,7,notSet
2021-05-14 07:12:25,2021-05-14 07:20:04,IP Address,69.132.219.49,100,459,True,2021-05-14 07:20:05,R_31azW8j1QkGz9pi,,,,,34.30499267578125,-79.87760162353515625,anonymous,EN,Yes,60745e6550bea2cea45c87e9,Chrome,70.0.3538.110,Android 8.1.0,320x570,Real,Real,Fake,Fake,Real,Real,Fake,Real,Real,Real,Fake,Real,"Someone claiming to be from the Social Security Administration (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,7,notSet
2021-05-14 07:11:21,2021-05-14 07:20:34,IP Address,24.188.138.107,100,553,True,2021-05-14 07:20:34,R_2f7Eb9FwtjSaTBy,,,,,41.5475006103515625,-73.72460174560546875,anonymous,EN,Yes,60423e580fe8980876f7d6cc,Chrome,90.0.4430.212,Windows NT 10.0,1366x768,Real,Real,Real,Real,Fake,Real,Fake,Real,Real,Fake,Fake,Fake,"Someone claiming to be from the IRS (but wasn't),Someone selling fraudulent goods or services",No,,7,notSet
2021-05-14 07:10:53,2021-05-14 07:21:49,IP Address,70.165.24.142,100,656,True,2021-05-14 07:21:49,R_3stABy6CdSKpoAA,,,,,30.7617034912109375,-86.5883026123046875,anonymous,EN,Yes,606af325c1d70b62fea370e1,Chrome,88.0.4324.152,Linux x86_64,360x720,Real,Fake,Real,Fake,Fake,Real,Real,Fake,Real,Fake,Fake,Fake,"Someone claiming to be from the Social Security Administration (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,7,notSet
2021-05-14 07:06:29,2021-05-14 07:22:53,IP Address,137.26.53.238,100,984,True,2021-05-14 07:22:53,R_PHG96IHi0h6yRPj,,,,,38.0709075927734375,-92.474700927734375,anonymous,EN,Yes,5c239f96da51990001e21d97,Edge,90.0.818.56,Windows NT 10.0,1536x864,Real,Real,Real,Real,Fake,Real,Fake,Real,Fake,Fake,Real,Real,,,,7,notSet
2021-05-14 07:18:09,2021-05-14 07:23:47,IP Address,72.230.97.207,100,337,True,2021-05-14 07:23:47,R_Wfkma03jQ2MGQrD,,,,,43.1114959716796875,-76.18340301513671875,anonymous,EN,Yes,5dfb693a73d72487b1fe495b,Chrome,90.0.4430.212,Windows NT 6.3,1366x768,Real,Fake,Real,Real,Fake,Real,Fake,Real,Real,Fake,Fake,Real,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't)",No,,7,notSet
2021-05-14 07:13:14,2021-05-14 07:24:34,IP Address,98.181.152.133,100,679,True,2021-05-14 07:24:35,R_1DnIxhWre4JKpYN,,,,,36.1172027587890625,-115.05280303955078125,anonymous,EN,Yes,5ef8e0fc2ce3c6644665e347,Firefox,88.0,Windows NT 10.0,1920x1080,Real,Fake,Real,Fake,Fake,Real,Real,Fake,Fake,Fake,Real,Real,Someone otherwise claiming to be from an organization or group they weren't really from,No,,7,notSet
2021-05-14 07:20:54,2021-05-14 07:24:58,IP Address,172.56.16.224,100,244,True,2021-05-14 07:24:58,R_2aREpoOpQyvy2me,,,,,33.967498779296875,-118.14640045166015625,anonymous,EN,Yes,5f27962f0bb32417731476e7,Safari iPhone,14.0.3,iPhone,414x896,Fake,Real,Real,Real,Real,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Someone claiming to be from the Social Security Administration (but wasn't),No,,7,notSet
2021-05-14 07:15:47,2021-05-14 07:28:03,IP Address,73.210.50.218,100,735,True,2021-05-14 07:28:03,R_xxzLi3Le8NMMNq1,,,,,42.23089599609375,-88.33789825439453125,anonymous,EN,Yes,6068bf5914131f3a1a80a413,Chrome,90.0.4430.212,Windows NT 10.0,1440x900,Real,Real,Real,Fake,Fake,Real,Real,Real,Fake,Fake,Fake,Fake,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,7,notSet
2021-05-14 07:23:35,2021-05-14 07:28:33,IP Address,136.55.81.61,100,298,True,2021-05-14 07:28:34,R_28U7bRZv83DTUBu,,,,,33.874298095703125,-84.465301513671875,anonymous,EN,Yes,5993020a5f49420001caf86b,Chrome,90.0.4430.93,Macintosh,2560x1440,Fake,Real,Real,Real,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Someone selling fraudulent goods or services,No,,7,notSet
2021-05-14 07:21:57,2021-05-14 07:29:11,IP Address,108.21.250.104,100,433,True,2021-05-14 07:29:11,R_3Pw1GNy1BfX9v9s,,,,,40.731597900390625,-73.99849700927734375,anonymous,EN,Yes,5dcf34f64fee9907fc626f0f,Safari,14.1,Macintosh,1440x900,Real,Fake,Real,Real,Fake,Fake,Real,Fake,Fake,Fake,Fake,Fake,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,7,notSet
2021-05-14 07:20:59,2021-05-14 07:29:24,IP Address,174.234.141.98,100,505,True,2021-05-14 07:29:25,R_30uEDP3jth8Dl0J,,,,,38.5792999267578125,-90.4219970703125,anonymous,EN,Yes,5484655ffdf99b07b28f22cc,Chrome,90.0.4430.93,Macintosh,1280x800,Real,Fake,Real,Real,Fake,Real,Fake,Fake,Fake,Fake,Real,Fake,"Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,7,notSet
2021-05-14 07:25:58,2021-05-14 07:30:53,IP Address,71.47.171.104,100,295,True,2021-05-14 07:30:54,R_WeAdzBDppJgp0l3,,,,,28.45379638671875,-81.46739959716796875,anonymous,EN,Yes,5c365b5e8821900001b3876c,Chrome,90.0.4430.212,Windows NT 10.0,1366x768,Real,Fake,Real,Real,Fake,Real,Fake,Real,Fake,Fake,Fake,Real,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,7,notSet
2021-05-14 07:22:09,2021-05-14 07:31:18,IP Address,173.169.9.151,100,548,True,2021-05-14 07:31:19,R_3lE9G7DRLZSOdJ0,,,,,28.993804931640625,-82.424102783203125,anonymous,EN,Yes,5f5bf9beef06253d2b621fc3,Firefox,88.0,Macintosh,2560x1440,Fake,Fake,Real,Real,Fake,Fake,Fake,Fake,Fake,Fake,Real,Fake,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,7,notSet
2021-05-14 07:17:13,2021-05-14 07:31:40,IP Address,66.176.23.177,100,867,True,2021-05-14 07:31:40,R_2vdYl9gdj2QYHsx,,,,,25.8274993896484375,-80.27239990234375,anonymous,EN,Yes,5f9aa9406eb6cf1da0436774,Firefox,88.0,Android 9,540x1140,Real,Fake,Real,Fake,Fake,Real,Real,Fake,Real,Fake,Fake,Real,"Someone claiming to be from the Social Security Administration (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,7,notSet
