StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Consent,PID,Meta_Browser,Meta_Version,Meta_Operating System,Meta_Resolution,ImportantInformation,AmazonPayment,AmazonDelay,RedCross,Disability,ssa_optout,replacementCard,annualReminderKLEW,lt_medicare,sms_disability,lt_suspension,sms_redcross,Previously_Targeted,Lost_Money,Amount_Lost,attentionCheck,surveyArm
5/14/2021 7:01,5/14/2021 7:06,IP Address,100,311,TRUE,5/14/2021 7:06,R_1jeO7jPMA28nLqa,anonymous,EN,Yes,5c3c7913b4f22c0001a0809c,Chrome,84.0.4147.136,CrOS x86_64 13099.110.2,1920x1080,Real,Fake,Real,Real,Fake,Real,Fake,Real,Fake,Fake,Fake,Real,Other,No,,7,notSet
5/14/2021 6:55,5/14/2021 7:07,IP Address,100,709,TRUE,5/14/2021 7:07,R_3IZeFRAZofx0MnA,anonymous,EN,Yes,5e1276f7e69d0a912635da16,Safari,14.1,Macintosh,768x1024,Fake,Fake,Real,Fake,Fake,Fake,Fake,Real,Fake,Fake,Fake,Real,Other,No,,7,notSet
5/14/2021 7:01,5/14/2021 7:07,IP Address,100,350,TRUE,5/14/2021 7:07,R_1jD4FKHONPYBFdD,anonymous,EN,Yes,5ee642c9f5cb343a58b1ef13,Edge,90.0.818.56,Windows NT 10.0,1920x1080,Real,Fake,Real,Fake,Fake,Real,Real,Fake,Real,Fake,Fake,Fake,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone claiming to be from your company (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,7,notSet
5/14/2021 7:02,5/14/2021 7:07,IP Address,100,315,TRUE,5/14/2021 7:07,R_2rAOGCJmKdqnyta,anonymous,EN,Yes,5eb2bffa2f51de04d4f35219,Firefox,88,Macintosh,1440x900,Fake,Fake,Real,Real,Fake,Fake,Fake,Real,Fake,Fake,Fake,Fake,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,7,notSet
5/14/2021 6:55,5/14/2021 7:09,IP Address,100,851,TRUE,5/14/2021 7:09,R_UR1TJ24Jv5QkAUh,anonymous,EN,Yes,55b9a9b0fdf99b6906d2aba4,Firefox,88,Windows NT 10.0,1600x900,Real,Fake,Real,Real,Fake,Fake,Real,Fake,Fake,Fake,Fake,Real,,,,7,notSet
5/14/2021 7:06,5/14/2021 7:09,IP Address,100,218,TRUE,5/14/2021 7:09,R_2SDLHqLQfbqRq4Z,anonymous,EN,Yes,571cea664ca277001153c045,Chrome,90.0.4430.212,Windows NT 10.0,1536x864,Real,Real,Real,Real,Real,Real,Fake,Fake,Real,Fake,Fake,Real,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,7,notSet
5/14/2021 7:04,5/14/2021 7:11,IP Address,100,387,TRUE,5/14/2021 7:11,R_1C86yVGo6mArQMY,anonymous,EN,Yes,5e15e63a4f40fbbd907aff1e,Chrome,89.0.4389.128,Windows NT 10.0,1440x900,Real,Fake,Real,Real,Fake,Real,Real,Fake,Fake,Fake,Fake,Fake,"Someone claiming to be from the Social Security Administration (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,7,notSet
5/14/2021 6:58,5/14/2021 7:11,IP Address,100,748,TRUE,5/14/2021 7:11,R_1g54hC4sF5uQZbs,anonymous,EN,Yes,60632b562ed6028c6bb905a6,Chrome,90.0.4430.93,Macintosh,1280x800,Real,Fake,Real,Fake,Fake,Fake,Real,Fake,Fake,Fake,Fake,Real,Someone selling fraudulent goods or services,No,,7,notSet
5/14/2021 7:05,5/14/2021 7:11,IP Address,100,357,TRUE,5/14/2021 7:11,R_b1VvticDT6a3Hjz,anonymous,EN,Yes,5bf55a643a426e00019e3990,Chrome,90.0.4430.212,Windows NT 10.0,1536x864,Real,Fake,Real,Real,Fake,Real,Fake,Real,Fake,Fake,Fake,Real,Someone selling fraudulent goods or services,No,,7,notSet
5/14/2021 6:56,5/14/2021 7:11,IP Address,100,911,TRUE,5/14/2021 7:11,R_3nDlt4vottRWAGO,anonymous,EN,Yes,6051536b3e81428095504b35,Chrome,90.0.4430.212,Macintosh,1366x768,Fake,Fake,Real,Real,Fake,Fake,Real,Fake,Fake,Fake,Fake,Real,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,7,notSet
5/14/2021 7:06,5/14/2021 7:12,IP Address,100,362,TRUE,5/14/2021 7:12,R_10NTc9GXfQZ2pPi,anonymous,EN,Yes,58642f4de16d530001b34622,Chrome,91.0.4472.57,Windows NT 10.0,1366x768,Real,Real,Real,Real,Fake,Fake,Real,Fake,Fake,Fake,Real,Fake,,,,7,notSet
5/14/2021 6:55,5/14/2021 7:13,IP Address,100,1080,TRUE,5/14/2021 7:13,R_27P77ucap3Yv4mH,anonymous,EN,Yes,5e84f020507cd30b367b2624,Chrome,90.0.4430.93,Windows NT 6.1,1366x768,Real,Fake,Real,Fake,Fake,Real,Real,Real,Real,Fake,Fake,Real,"Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,7,notSet
5/14/2021 7:07,5/14/2021 7:13,IP Address,100,395,TRUE,5/14/2021 7:13,R_1gMgo43OwUaN0ol,anonymous,EN,Yes,5f81ead00afba52e71dcf414,Chrome,85.0.4183.133,CrOS x86_64 13310.93.0,1536x864,Real,Fake,Fake,Real,Fake,Fake,Fake,Real,Fake,Fake,Fake,Real,Someone selling fraudulent goods or services,No,,7,notSet
5/14/2021 7:07,5/14/2021 7:13,IP Address,100,389,TRUE,5/14/2021 7:13,R_PtY7CY2Qh98gpJ7,anonymous,EN,Yes,5ea497072b246644ea12dc12,Safari iPhone,14.1,iPhone,414x896,Real,Fake,Real,Real,Fake,Real,Real,Real,Fake,Fake,Fake,Real,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,7,notSet
5/14/2021 7:13,5/14/2021 7:13,IP Address,100,11,TRUE,5/14/2021 7:13,R_3q9B9dxKPCoDPVI,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,notSet
5/14/2021 6:54,5/14/2021 7:13,IP Address,100,1145,TRUE,5/14/2021 7:13,R_sebOhORMEfbCXAJ,anonymous,EN,Yes,5e4a0a67110b3747ea173d60,Firefox,88,Windows NT 10.0,1280x720,Real,Real,Real,Fake,Fake,Real,Real,Real,Real,Fake,Fake,Real,"Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,7,notSet
5/14/2021 7:08,5/14/2021 7:14,IP Address,100,327,TRUE,5/14/2021 7:14,R_2CEsmK3jLSiQNgf,anonymous,EN,Yes,5e5c9623d3e2d3475fea5cff,Chrome,88.0.4324.153,CrOS x86_64 13597.84.0,1366x768,Fake,Fake,Real,Real,Fake,Real,Real,Real,Fake,Fake,Fake,Real,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone selling fraudulent goods or services",No,,7,notSet
5/14/2021 7:09,5/14/2021 7:14,IP Address,100,265,TRUE,5/14/2021 7:14,R_3K01THEdvBAT6db,anonymous,EN,Yes,5ddef2e6929d5de6f1050f1c,Chrome,90.0.4430.72,Macintosh,1366x768,Fake,Fake,Real,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from your company (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,7,notSet
5/14/2021 7:08,5/14/2021 7:16,IP Address,100,504,TRUE,5/14/2021 7:16,R_2Bl2a8XBdORNdc5,anonymous,EN,Yes,60640bdaf2f072c5a2522832,Chrome,89.0.4389.128,Linux,393x851,Fake,Real,Fake,Fake,Fake,Real,Real,Fake,Fake,Fake,Real,Fake,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,7,notSet
5/14/2021 7:11,5/14/2021 7:16,IP Address,100,337,TRUE,5/14/2021 7:16,R_Ad64hNF6XyM9Pe9,anonymous,EN,Yes,606aea8814129a6784400961,Chrome,88.0.4315.7,Android 8.1.0,360x640,Real,Real,Fake,Fake,Fake,Fake,Fake,Real,Real,Real,Fake,Fake,"Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,7,notSet
5/14/2021 7:08,5/14/2021 7:19,IP Address,100,678,TRUE,5/14/2021 7:19,R_2TAyXdBOBMtw9Ep,anonymous,EN,Yes,607897a566b792397d974201,Chrome,90.0.4430.212,Windows NT 10.0,1280x720,Real,Fake,Real,Fake,Fake,Fake,Real,Fake,Real,Fake,Fake,Real,"Someone claiming to be from the Social Security Administration (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,7,notSet
5/14/2021 7:12,5/14/2021 7:20,IP Address,100,459,TRUE,5/14/2021 7:20,R_31azW8j1QkGz9pi,anonymous,EN,Yes,60745e6550bea2cea45c87e9,Chrome,70.0.3538.110,Android 8.1.0,320x570,Real,Real,Fake,Fake,Real,Real,Fake,Real,Real,Real,Fake,Real,"Someone claiming to be from the Social Security Administration (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,7,notSet
5/14/2021 7:11,5/14/2021 7:20,IP Address,100,553,TRUE,5/14/2021 7:20,R_2f7Eb9FwtjSaTBy,anonymous,EN,Yes,60423e580fe8980876f7d6cc,Chrome,90.0.4430.212,Windows NT 10.0,1366x768,Real,Real,Real,Real,Fake,Real,Fake,Real,Real,Fake,Fake,Fake,"Someone claiming to be from the IRS (but wasn't),Someone selling fraudulent goods or services",No,,7,notSet
5/14/2021 7:10,5/14/2021 7:21,IP Address,100,656,TRUE,5/14/2021 7:21,R_3stABy6CdSKpoAA,anonymous,EN,Yes,606af325c1d70b62fea370e1,Chrome,88.0.4324.152,Linux x86_64,360x720,Real,Fake,Real,Fake,Fake,Real,Real,Fake,Real,Fake,Fake,Fake,"Someone claiming to be from the Social Security Administration (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,7,notSet
5/14/2021 7:06,5/14/2021 7:22,IP Address,100,984,TRUE,5/14/2021 7:22,R_PHG96IHi0h6yRPj,anonymous,EN,Yes,5c239f96da51990001e21d97,Edge,90.0.818.56,Windows NT 10.0,1536x864,Real,Real,Real,Real,Fake,Real,Fake,Real,Fake,Fake,Real,Real,,,,7,notSet
5/14/2021 7:18,5/14/2021 7:23,IP Address,100,337,TRUE,5/14/2021 7:23,R_Wfkma03jQ2MGQrD,anonymous,EN,Yes,5dfb693a73d72487b1fe495b,Chrome,90.0.4430.212,Windows NT 6.3,1366x768,Real,Fake,Real,Real,Fake,Real,Fake,Real,Real,Fake,Fake,Real,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't)",No,,7,notSet
5/14/2021 7:13,5/14/2021 7:24,IP Address,100,679,TRUE,5/14/2021 7:24,R_1DnIxhWre4JKpYN,anonymous,EN,Yes,5ef8e0fc2ce3c6644665e347,Firefox,88,Windows NT 10.0,1920x1080,Real,Fake,Real,Fake,Fake,Real,Real,Fake,Fake,Fake,Real,Real,Someone otherwise claiming to be from an organization or group they weren't really from,No,,7,notSet
5/14/2021 7:20,5/14/2021 7:24,IP Address,100,244,TRUE,5/14/2021 7:24,R_2aREpoOpQyvy2me,anonymous,EN,Yes,5f27962f0bb32417731476e7,Safari iPhone,14.0.3,iPhone,414x896,Fake,Real,Real,Real,Real,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Someone claiming to be from the Social Security Administration (but wasn't),No,,7,notSet
5/14/2021 7:15,5/14/2021 7:28,IP Address,100,735,TRUE,5/14/2021 7:28,R_xxzLi3Le8NMMNq1,anonymous,EN,Yes,6068bf5914131f3a1a80a413,Chrome,90.0.4430.212,Windows NT 10.0,1440x900,Real,Real,Real,Fake,Fake,Real,Real,Real,Fake,Fake,Fake,Fake,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,7,notSet
5/14/2021 7:23,5/14/2021 7:28,IP Address,100,298,TRUE,5/14/2021 7:28,R_28U7bRZv83DTUBu,anonymous,EN,Yes,5993020a5f49420001caf86b,Chrome,90.0.4430.93,Macintosh,2560x1440,Fake,Real,Real,Real,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Someone selling fraudulent goods or services,No,,7,notSet
5/14/2021 7:21,5/14/2021 7:29,IP Address,100,433,TRUE,5/14/2021 7:29,R_3Pw1GNy1BfX9v9s,anonymous,EN,Yes,5dcf34f64fee9907fc626f0f,Safari,14.1,Macintosh,1440x900,Real,Fake,Real,Real,Fake,Fake,Real,Fake,Fake,Fake,Fake,Fake,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,7,notSet
5/14/2021 7:20,5/14/2021 7:29,IP Address,100,505,TRUE,5/14/2021 7:29,R_30uEDP3jth8Dl0J,anonymous,EN,Yes,5484655ffdf99b07b28f22cc,Chrome,90.0.4430.93,Macintosh,1280x800,Real,Fake,Real,Real,Fake,Real,Fake,Fake,Fake,Fake,Real,Fake,"Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,7,notSet
5/14/2021 7:25,5/14/2021 7:30,IP Address,100,295,TRUE,5/14/2021 7:30,R_WeAdzBDppJgp0l3,anonymous,EN,Yes,5c365b5e8821900001b3876c,Chrome,90.0.4430.212,Windows NT 10.0,1366x768,Real,Fake,Real,Real,Fake,Real,Fake,Real,Fake,Fake,Fake,Real,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,7,notSet
5/14/2021 7:22,5/14/2021 7:31,IP Address,100,548,TRUE,5/14/2021 7:31,R_3lE9G7DRLZSOdJ0,anonymous,EN,Yes,5f5bf9beef06253d2b621fc3,Firefox,88,Macintosh,2560x1440,Fake,Fake,Real,Real,Fake,Fake,Fake,Fake,Fake,Fake,Real,Fake,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,7,notSet
5/14/2021 7:17,5/14/2021 7:31,IP Address,100,867,TRUE,5/14/2021 7:31,R_2vdYl9gdj2QYHsx,anonymous,EN,Yes,5f9aa9406eb6cf1da0436774,Firefox,88,Android 9,540x1140,Real,Fake,Real,Fake,Fake,Real,Real,Fake,Real,Fake,Fake,Real,"Someone claiming to be from the Social Security Administration (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,7,notSet
5/14/2021 7:19,5/14/2021 7:37,IP Address,100,1073,TRUE,5/14/2021 7:37,R_XLmrjgH7GjpZFex,anonymous,EN,Yes,607c9f94cc974d4ea1dc22c8,Chrome,90.0.4430.212,Windows NT 10.0,1536x864,Real,Real,Fake,Fake,Fake,Fake,Real,Fake,Fake,Fake,Fake,Fake,"Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,7,notSet
5/14/2021 7:29,5/14/2021 7:39,IP Address,100,574,TRUE,5/14/2021 7:39,R_2c0WYQoRaAxfgF2,anonymous,EN,Yes,605d99820672f39b951da85d,Chrome,90.0.4430.212,Windows NT 10.0,1366x768,Real,Real,Real,Real,Fake,Real,Real,Real,Fake,Fake,Real,Fake,Someone selling fraudulent goods or services,No,,7,notSet
5/14/2021 7:30,5/14/2021 7:39,IP Address,100,578,TRUE,5/14/2021 7:39,R_2rpBH6uGsJ4TTVx,anonymous,EN,Yes,5c5cb505ced0b900018ca3a3,Chrome,83.0.4103.106,Android 11,360x760,Real,Fake,Real,Real,Fake,Real,Fake,Fake,Real,Fake,Fake,Fake,"Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,7,notSet
5/14/2021 7:34,5/14/2021 7:40,IP Address,100,326,TRUE,5/14/2021 7:40,R_3KAr5upGRZF0buI,anonymous,EN,Yes,55cfefc334e9060012e573c0,Safari,11.1.2,Macintosh,1440x900,Real,Fake,Real,Fake,Fake,Real,Real,Fake,Real,Fake,Fake,Fake,Someone selling fraudulent goods or services,No,,7,notSet
5/14/2021 7:27,5/14/2021 7:42,IP Address,100,892,TRUE,5/14/2021 7:42,R_2zGzkFLnVRpZsfH,anonymous,EN,Yes,565a4547c51d43000587507d,Firefox,88,Windows NT 10.0,1366x768,Real,Real,Real,Real,Fake,Real,Real,Fake,Real,Fake,Fake,Fake,Someone claiming to be from the IRS (but wasn't),No,,7,notSet
5/14/2021 7:24,5/14/2021 7:43,IP Address,100,1143,TRUE,5/14/2021 7:43,R_4PjR93XIcHvDH5T,anonymous,EN,Yes,59ff81fd5d06850001afeeab,Chrome,90.0.4430.212,Windows NT 10.0,1920x1080,Real,Fake,Real,Fake,Fake,Fake,Real,Real,Real,Fake,Fake,Fake,Someone otherwise claiming to be from an organization or group they weren't really from,No,,7,notSet
5/14/2021 7:35,5/14/2021 7:45,IP Address,100,615,TRUE,5/14/2021 7:45,R_1IAAkGLwiEXdkvh,anonymous,EN,Yes,606cba49bb285f26a3afee25,Chrome,90.0.4430.212,Windows NT 10.0,1536x864,Real,Real,Fake,Real,Fake,Fake,Fake,Real,Fake,Fake,Fake,Fake,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,7,notSet
5/14/2021 7:37,5/14/2021 7:46,IP Address,100,563,TRUE,5/14/2021 7:46,R_3m2UmqtK42kZC8Q,anonymous,EN,Yes,60702b317745766755f2c33c,Chrome,88.0.4324.152,Linux x86_64,360x820,Real,Fake,Real,Real,Real,Real,Real,Real,Real,Real,Fake,Real,Someone claiming to be from another government agency (but wasn't),No,,7,notSet
5/14/2021 7:44,5/14/2021 7:48,IP Address,100,270,TRUE,5/14/2021 7:48,R_0CdRv89hiOv3jY5,anonymous,EN,Yes,56e70a4cc89073000de74a5f,Chrome,90.0.4430.93,Windows NT 10.0,1093x615,Real,Real,Real,Real,Fake,Real,Real,Real,Fake,Fake,Fake,Real,"Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,7,notSet
5/14/2021 7:46,5/14/2021 7:53,IP Address,100,448,TRUE,5/14/2021 7:53,R_265CnPJss8ywCqa,anonymous,EN,Yes,5fc27b5a13285c0008cc71ab,Firefox,88,Windows NT 10.0,1536x864,Real,Fake,Real,Fake,Fake,Fake,Real,Fake,Fake,Fake,Fake,Fake,,,,7,notSet
5/14/2021 7:48,5/14/2021 7:54,IP Address,100,337,TRUE,5/14/2021 7:54,R_ZaUVpIZr6qFerpn,anonymous,EN,Yes,5df97cf6deea2b70989b6528,Chrome,90.0.4430.93,Macintosh,1920x1080,Real,Fake,Real,Fake,Real,Real,Fake,Fake,Fake,Fake,Fake,Fake,Someone claiming to be from the Social Security Administration (but wasn't),No,,7,notSet
5/14/2021 7:48,5/14/2021 7:54,IP Address,100,406,TRUE,5/14/2021 7:54,R_2TFZkzstX1EQA42,anonymous,EN,Yes,561d98e03d7fe8000b0f5e09,Chrome,90.0.4430.212,Windows NT 6.3,1366x768,Real,Fake,Real,Real,Fake,Real,Fake,Real,Real,Fake,Fake,Real,"Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,7,notSet
5/14/2021 7:51,5/14/2021 8:00,IP Address,100,561,TRUE,5/14/2021 8:00,R_3Gkt9r72ze3NBez,anonymous,EN,Yes,5ee64e85c682de3a880579c6,Chrome,90.0.4430.212,Macintosh,1280x800,Real,Real,Real,Fake,Fake,Fake,Fake,Real,Fake,Fake,Fake,Fake,,,,7,notSet
5/14/2021 7:48,5/14/2021 8:01,IP Address,100,778,TRUE,5/14/2021 8:01,R_3P82bpwRloFk5rz,anonymous,EN,Yes,5ddbd6e518beb6b1e1de0326,Firefox,88,Windows NT 6.1,1366x768,Real,Fake,Real,Real,Fake,Real,Real,Fake,Fake,Fake,Fake,Real,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,7,notSet
5/14/2021 7:53,5/14/2021 8:03,IP Address,100,582,TRUE,5/14/2021 8:03,R_2QM1BNqZfle2FX2,anonymous,EN,Yes,591d369e88bbb500013a8517,Firefox,88,Windows NT 10.0,1920x1080,Real,Fake,Real,Fake,Fake,Real,Real,Fake,Fake,Fake,Real,Real,Someone otherwise claiming to be from an organization or group they weren't really from,No,,7,notSet
